domain_name,registrar,whois_server,updated_date,creation_date,expiration_date,name_servers,status,emails,dnssec,name,org,address,city,state,zipcode,country
NEWSWATCH28.COM,"GoDaddy.com, LLC",whois.godaddy.com,2020-06-05 21:23:23,2015-04-24 05:25:22,2021-04-24 05:25:22,"['NS15.ABOVE.COM', 'NS16.ABOVE.COM']",clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,abuse@godaddy.com,unsigned,,,,,British Virgin Islands,,VG
NEWSWATCH33.COM,DropCatch.com 1174 LLC,whois.NameBright.com,2020-09-07 19:21:22,2020-09-04 18:25:56,2021-09-04 18:25:56,"['NS1.PARKINGCREW.NET', 'NS2.PARKINGCREW.NET']",ok https://icann.org/epp#ok,abuse@NameBright.com,unsigned,Gergana Raycheva,Edoms LLC,"Uznadze str., N111, flat N11, building N2",Tbilisi,Sofia-Grad,0102,BG
NOTALLOWEDTO.COM,"NameCheap, Inc.",whois.namecheap.com,2020-08-28 21:22:37,2014-10-14 11:01:08,2021-10-14 11:01:08,"['FAY.NS.CLOUDFLARE.COM', 'FRED.NS.CLOUDFLARE.COM']",clientTransferProhibited https://icann.org/epp#clientTransferProhibited,abuse@namecheap.com,unsigned,,,,,,,
NOW8NEWS.COM,"GoDaddy.com, LLC",whois.godaddy.com,2020-07-09 18:48:43,2015-07-09 04:48:23,2021-07-09 04:48:23,"['NS.LIQUIDWEB.COM', 'NS1.LIQUIDWEB.COM']",clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,abuse@godaddy.com,unsigned,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US
ONEPOLITICALPLAZA.COM,"ENOM, INC.",WHOIS.ENOM.COM,2019-09-16 17:08:59,2012-12-09 14:31:34,2022-12-09 14:31:34,"['NS1.ONEPOLITICALPLAZA.COM', 'NS2.ONEPOLITICALPLAZA.COM']",clientTransferProhibited https://icann.org/epp#clientTransferProhibited,ABUSE@ENOM.COM,unsigned,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,FL,REDACTED FOR PRIVACY,US
OPENMAGAZINES.COM,InsaneNames LLC,whois.NameBright.com,2020-05-02 01:59:21,2020-03-15 18:22:54,2021-03-15 18:22:54,"['NSG1.NAMEBRIGHTDNS.COM', 'NSG2.NAMEBRIGHTDNS.COM', 'nsg1.namebrightdns.com', 'nsg2.namebrightdns.com']",clientTransferProhibited https://icann.org/epp#clientTransferProhibited,abuse@NameBright.com,unsigned,Domain Admin / This Domain is For Sale,HugeDomains.com,2635 Walnut Street,Denver,CO,80205,US
PAKALERTPRESS.COM,PDR Ltd. d/b/a PublicDomainRegistry.com,whois.publicdomainregistry.com,2020-03-17 07:11:47,2009-05-04 06:36:25,2021-05-04 06:36:25,"['DAN.NS.CLOUDFLARE.COM', 'MIMI.NS.CLOUDFLARE.COM', 'dan.ns.cloudflare.com', 'mimi.ns.cloudflare.com']",clientTransferProhibited https://icann.org/epp#clientTransferProhibited,abuse-contact@publicdomainregistry.com,unsigned,James P,Offshore Business Solutions Panama,"Addison House Plaza, Panama 12, appt 1201",Panama City,Panam&#225;,00000,PA
PAMELAGELLER.COM,Pair Domains,pairDomains.com,2015-04-18 14:59:53,2005-09-12 06:03:08,2024-09-12 06:03:08,"['NS5.PAIRNIC.COM', 'NS6.PAIRNIC.COM']",ok https://icann.org/epp#ok,abuse@pairdomains.com,unsigned,GDPR Redacted,AFDI,GDPR Redacted,GDPR Redacted,PA,GDPR Redacted,US
POLITICALO.COM,"GoDaddy.com, LLC",whois.godaddy.com,2020-08-17 15:42:50,2015-08-10 18:38:56,2021-08-10 18:38:56,"['ABBY.NS.CLOUDFLARE.COM', 'SETH.NS.CLOUDFLARE.COM']",ok https://icann.org/epp#ok,abuse@godaddy.com,unsigned,,,,,N/A,,IL
POLITICALSITENEWS.COM,Godomaingo.com LLC,whois.web.com,2020-07-09 21:16:40,2020-07-09 18:29:06,2021-07-09 18:29:06,"['NS1626.ZTOMY.COM', 'NS2626.ZTOMY.COM']",ok https://icann.org/epp#ok,abuse@web.com,unsigned,,,,,,,
POLITICONO.COM,Namecroc.com LLC,whois.web.com,2020-07-27 21:31:42,2020-07-27 18:14:29,2021-07-27 18:14:29,"['NS1626.ZTOMY.COM', 'NS2626.ZTOMY.COM']",ok https://icann.org/epp#ok,abuse@web.com,unsigned,,,,,,,
POLITICSUSANEWS.COM,"SNAPNAMES 15, LLC",whois.web.com,2020-03-27 20:51:27,2018-04-28 18:53:36,2021-04-28 18:53:36,"['NS1626.ZTOMY.COM', 'NS2626.ZTOMY.COM']",ok https://icann.org/epp#ok,abuse@web.com,unsigned,,,,,,,
PRESIDENT45DONALDTRUMP.COM,ERANET INTERNATIONAL LIMITED,whois.eranet.com,2020-10-01 05:47:31,2020-10-01 05:25:01,2021-10-01 05:25:01,"['BUY.YIXU.CN', 'SELL.YIXU.CN', 'buy.yixu.cn', 'sell.yixu.cn']",clientTransferProhibited https://icann.org/epp#clientTransferProhibited,cs@eranet.com,unsigned,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,新加坡,REDACTED FOR PRIVACY,SG
PRNTLY.COM,"GoDaddy.com, LLC",whois.godaddy.com,2020-09-17 12:51:33,2014-09-16 18:44:45,2021-09-16 18:44:45,"['ERIN.NS.CLOUDFLARE.COM', 'EZRA.NS.CLOUDFLARE.COM']",clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,abuse@godaddy.com,unsigned,,,,,Colorado,,US
PROAMERICANEWS.COM,"GoDaddy.com, LLC",whois.godaddy.com,2020-10-11 09:19:45,2020-07-02 20:44:52,2021-07-02 20:44:52,"['NS1.THEDNSCLOUD.COM', 'NS2.THEDNSCLOUD.COM']",clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,abuse@godaddy.com,unsigned,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US
REACT365.COM,"TurnCommerce, Inc. DBA NameBright.com",whois.NameBright.com,2020-09-15 11:52:51,2007-01-10 21:15:30,2021-01-10 21:15:30,"['EVA.NS.CLOUDFLARE.COM', 'JAY.NS.CLOUDFLARE.COM']",clientTransferProhibited https://icann.org/epp#clientTransferProhibited,abuse@NameBright.com,unsigned,Redacted for GDPR privacy,Mediavibes SARL,Redacted for GDPR privacy,Redacted for GDPR privacy,Bretagne,Redacted for GDPR privacy,FR
,,,,,,,,,,,,,,,,
REAGANCOALITION.COM,"GoDaddy.com, LLC",whois.godaddy.com,2020-05-11 22:24:48,2008-01-20 11:28:00,2020-12-31 11:59:59,"['NS1.DREAMHOST.COM', 'NS2.DREAMHOST.COM']",clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,abuse@godaddy.com,unsigned,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US
REALNEWSRIGHTNOW.COM,Tucows Domains Inc.,whois.tucows.com,2020-06-04 11:23:18,2015-02-11 18:54:06,2022-02-11 18:54:06,"['NS.INMOTIONHOSTING.COM', 'NS2.INMOTIONHOSTING.COM']",ok https://icann.org/epp#ok,,unsigned,,,,,,,
,,,,,,,,,,,,,,,,
REDROCKTRIBUNE.COM,"GoDaddy.com, LLC",whois.godaddy.com,2020-09-17 04:36:33,2015-07-08 00:44:02,2021-07-08 00:44:02,"['NS3.AFTERNIC.COM', 'NS4.AFTERNIC.COM']",clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,abuse@godaddy.com,unsigned,,"Domain Asset Holdings, LLC",,,Maryland,,US
RELIGIONMIND.COM,"GoDaddy.com, LLC",whois.godaddy.com,2019-12-09 17:32:23,2016-12-08 17:49:03,2020-12-08 17:49:03,"['NS1.IPAGE.COM', 'NS2.IPAGE.COM']",clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,abuse@godaddy.com,unsigned,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US
RELIGIONMIND.COM,"GoDaddy.com, LLC",whois.godaddy.com,2019-12-09 17:32:23,2016-12-08 17:49:03,2020-12-08 17:49:03,"['NS1.IPAGE.COM', 'NS2.IPAGE.COM']",clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,abuse@godaddy.com,unsigned,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US
SOCIALEVERYTHINGS.COM,"GoDaddy.com, LLC",whois.godaddy.com,2020-08-26 13:27:12,2015-09-01 10:15:06,2021-09-01 10:15:06,"['NS1.PARKLOGIC.COM', 'NS2.PARKLOGIC.COM', 'NS3.PARKLOGIC.COM']",clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,abuse@godaddy.com,unsigned,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US
SPUTNIKNEWS.COM,"Regional Network Information Center, JSC dba RU-CENTER",whois.nic.ru,2019-07-15 11:18:11,2011-10-24 00:15:14,2028-10-24 00:15:14,"['NS4-CLOUD.NIC.RU', 'NS4-L2.NIC.RU', 'NS7.SPUTNIKNEWS.COM', 'NS8-CLOUD.NIC.RU', 'NS8-L2.NIC.RU', 'NS8.SPUTNIKNEWS.COM', 'ns4-cloud.nic.ru', 'ns4-l2.nic.ru', 'ns7.sputniknews.com 195.93.246.187', 'ns8-cloud.nic.ru', 'ns8-l2.nic.ru', 'ns8.sputniknews.com 195.93.246.212']",clientTransferProhibited https://icann.org/epp#clientTransferProhibited,tld-abuse@nic.ru,unsigned,Rossiya Segodnya,Rossiya Segodnya,"Zubovskiy bulvar, 4",Moscow,Moscow,119021,RU
STORMCLOUDSGATHERING.COM,"NameCheap, Inc.",whois.namecheap.com,2020-01-01 22:31:52,2012-01-19 13:25:14,2022-01-19 13:25:14,"['NS1.LINODE.COM', 'NS2.LINODE.COM', 'NS3.LINODE.COM', 'NS4.LINODE.COM', 'NS5.LINODE.COM']",clientTransferProhibited https://icann.org/epp#clientTransferProhibited,abuse@namecheap.com,unsigned,,,,,,,
TDTALLIANCE.COM,NAMECHEAP INC,whois.namecheap.com,2020-08-31 07:46:39,2015-09-08 21:07:35,2021-09-08 21:07:35,"['NS27.DOMAINCONTROL.COM', 'NS28.DOMAINCONTROL.COM', 'ns27.domaincontrol.com', 'ns28.domaincontrol.com']",clientTransferProhibited https://icann.org/epp#clientTransferProhibited,abuse@namecheap.com,unsigned,WhoisGuard Protected,"WhoisGuard, Inc.",P.O. Box 0823-03411,Panama,Panama,,PA
TEAPARTY.ORG,"Register.com, Inc.",whois.register.com,2019-07-08 21:42:35,2004-09-02 18:54:10,2023-09-02 18:54:10,"['FRED.NS.CLOUDFLARE.COM', 'RUTH.NS.CLOUDFLARE.COM']",clientTransferProhibited https://icann.org/epp#clientTransferProhibited,abuse@web.com,unsigned,,"Freedom Corps, LLC",,,DE,,US
THEBIGRIDDLE.COM,"GoDaddy.com, LLC",whois.godaddy.com,2019-04-17 13:27:50,2014-02-21 14:21:30,2021-02-21 14:21:30,"['NS39.DOMAINCONTROL.COM', 'NS40.DOMAINCONTROL.COM']",clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,abuse@godaddy.com,unsigned,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US
THECONTROVERSIALFILES.NET,"Sea Wasp, LLC",whois.fabulous.com,2020-09-03 12:02:57,2017-12-09 19:41:32,2021-12-09 19:41:32,"['NS1.ABOVE.COM', 'NS2.ABOVE.COM']",clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,abuse@fabulous.com,unsigned,Privacy.co.com  - 0ee62,"Savvy Investments, LLC Privacy ID# 1184515","1712 Pioneer Avenue, Suite 1337",Cheyenne,WY,82001,US
THEFREEPATRIOT.ORG,"GoDaddy.com, LLC",whois.godaddy.com,2020-04-01 07:57:38,2016-05-05 03:44:34,2021-05-05 03:44:34,"['SCOTT.NS.CLOUDFLARE.COM', 'GRACE.NS.CLOUDFLARE.COM']",clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,abuse@godaddy.com,unsigned,,,,,Kievskaya,,UA
THEINTERNETPOST.NET,"Launchpad, Inc. (HostGator)",whois.launchpad.com,2020-01-01 19:21:26,2013-01-30 19:29:09,2021-01-30 19:29:09,"['NS1.WORDPRESS.COM', 'NS2.WORDPRESS.COM', 'ns1.wordpress.com', 'ns2.wordpress.com']",clientTransferProhibited https://icann.org/epp#clientTransferProhibited,ajkktip@gmail.com,unsigned,Thomas,,3286 Hillpoint Lane,Dayton,Ohio,45414,US
themoralofthestory.us,FastDomain Inc.,whois.bluehost.com,2020-08-21 18:01:12,2016-08-31 17:37:03,2021-08-30 23:59:59,"['ns2.bluehost.com', 'ns1.bluehost.com', 'NS1.BLUEHOST.COM', 'NS2.BLUEHOST.COM']",clientTransferProhibited https://icann.org/epp#clientTransferProhibited,,,,,,,,,
THENET24H.COM,Dreamscape Networks International Pte Ltd,whois.syrahost.com,2019-10-13 23:19:39,2016-11-05 04:11:04,2021-11-05 04:11:04,"['NS1.LINODE.COM', 'NS2.LINODE.COM']",ok https://icann.org/epp#ok,abuse@crazydomains.com,unsigned,SON TRAN,,36 HARDGRAVE RD,BRISBANE,QLD,4101,AU
THENEWYORKEVENING.COM,"GoDaddy.com, LLC",whois.godaddy.com,2020-04-21 14:00:26,2016-04-23 18:30:32,2021-04-23 18:30:32,"['NS1.PARKLOGIC.COM', 'NS2.PARKLOGIC.COM', 'NS3.PARKLOGIC.COM']",clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,abuse@godaddy.com,unsigned,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US
THERACKETREPORT.COM,"GoDaddy.com, LLC",whois.godaddy.com,2020-01-28 13:36:23,2015-02-06 01:09:51,2021-02-06 01:09:51,"['NS3.DNSCORES.COM', 'NS4.DNSCORES.COM']",clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,abuse@godaddy.com,unsigned,,,,,Merseyside,,UK
THEREPORTERZ.COM,"DYNADOT, LLC",whois.dynadot.com,2020-08-24 18:12:34,2020-08-24 18:12:23,2021-08-24 18:12:23,"['NS1.PARKINGCREW.NET', 'NS2.PARKINGCREW.NET']",clientTransferProhibited https://icann.org/epp#clientTransferProhibited,abuse@dynadot.com,unsigned,,,,,,,
THETRUMPMEDIA.COM,"Name Nelly, LLC",whois.web.com,2020-03-27 21:46:07,2019-04-15 18:06:09,2021-04-15 18:06:09,"['NS1626.ZTOMY.COM', 'NS2626.ZTOMY.COM']",ok https://icann.org/epp#ok,abuse@web.com,unsigned,,,,,,,
THEWASHINGTONPRESS.COM,"GoDaddy.com, LLC",whois.godaddy.com,2020-10-16 10:32:53,2019-03-11 18:08:00,2022-03-11 18:08:00,"['NS1.WORDPRESS.COM', 'NS2.WORDPRESS.COM', 'NS3.WORDPRESS.COM']",clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,abuse@godaddy.com,unsigned,,,,,District of Columbia,,US
THREEPERCENTERNATION.COM,"GoDaddy.com, LLC",whois.godaddy.com,2020-05-21 17:17:31,2014-05-20 20:31:47,2021-05-20 20:31:47,"['DUKE.NS.CLOUDFLARE.COM', 'EDNA.NS.CLOUDFLARE.COM']",clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,abuse@godaddy.com,unsigned,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US
TMZWORLDNEWS.COM,"Wild West Domains, LLC",whois.wildwestdomains.com,2020-09-08 16:40:39,2019-09-15 18:28:31,2021-09-15 18:28:31,"['NS1.FACESHAREDEU1.COM', 'NS2.FACESHAREDEU1.COM']",clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,abuse@wildwestdomains.com,unsigned,,,,,Rajasthan,,IN
TRUEAMERICANS.ME,"DOMAIN TRAIN, INC",,2020-10-04 02:05:37,2019-10-30 01:07:34,2020-10-30 01:07:34,,ok https://icann.org/epp#ok,,,,,,,,,
TRUETRUMPERS.COM,PDR Ltd. d/b/a PublicDomainRegistry.com,whois.publicdomainregistry.com,2020-01-31 23:01:04,2017-02-23 19:00:05,2021-02-23 19:00:05,"['NS1.MYTRAFFICMANAGEMENT.COM', 'NS2.MYTRAFFICMANAGEMENT.COM', 'ns1.mytrafficmanagement.com', 'ns2.mytrafficmanagement.com']",clientTransferProhibited https://icann.org/epp#clientTransferProhibited,abuse-contact@publicdomainregistry.com,unsigned,Domain Admin,"Privacy Protect, LLC (PrivacyProtect.org)",10 Corporate Drive,Burlington,MA,01803,US
TRUMPVISION365.COM,Zinc Domain Names LLC,whois.web.com,2019-12-02 19:16:12,2018-12-21 19:30:04,2020-12-21 19:30:04,"['NS1626.ZTOMY.COM', 'NS2626.ZTOMY.COM']",ok https://icann.org/epp#ok,abuse@web.com,unsigned,,,,,,,
UNDERGROUNDNEWSREPORT.COM,"GoDaddy.com, LLC",whois.godaddy.com,2020-06-09 13:26:06,2017-02-20 20:03:33,2021-02-20 20:03:33,"['NS8173.HOSTGATOR.COM', 'NS8174.HOSTGATOR.COM']",clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,abuse@godaddy.com,unsigned,,,,,Sindh,,PK
UNDERGROUNDWORLDNEWS.COM,"ENOM, INC.",WHOIS.ENOM.COM,2019-03-24 08:03:22,2013-03-26 16:19:28,2021-03-26 16:19:28,"['NS1.ARVIXESHARED.COM', 'NS2.ARVIXESHARED.COM']",clientTransferProhibited https://icann.org/epp#clientTransferProhibited,ABUSE@ENOM.COM,unsigned,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,KY,REDACTED FOR PRIVACY,US
UNITEDMEDIAPUBLISHING.COM,"GoDaddy.com, LLC",whois.godaddy.com,2020-03-18 12:36:59,2015-03-17 18:03:18,2021-03-17 18:03:18,"['NS1.UNITEDMEDIAPUBLISHING.COM', 'NS2.UNITEDMEDIAPUBLISHING.COM']",clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,abuse@godaddy.com,unsigned,,,,,California,,US
UNIVERSEPOLITICS.COM,"GoDaddy.com, LLC",whois.godaddy.com,2020-03-19 17:28:01,2016-03-19 18:45:14,2021-03-19 18:45:14,"['NS1.SAV.COM', 'NS2.SAV.COM']",clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,abuse@godaddy.com,unsigned,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US
USA2016ELECTIONS.COM,Godomaingo.com LLC,whois.web.com,2020-04-24 17:28:00,2019-05-27 18:31:20,2021-05-27 18:31:20,"['NS1626.ZTOMY.COM', 'NS2626.ZTOMY.COM']",ok https://icann.org/epp#ok,abuse@web.com,unsigned,,,,,,,
USADAILYINFO.COM,"Network Solutions, LLC",whois.networksolutions.com,2020-09-25 19:16:08,2017-09-15 19:09:50,2021-09-15 19:09:50,"['NS1.SECURETRAFFICROUTING.COM', 'NS2.SECURETRAFFICROUTING.COM']",clientTransferProhibited https://icann.org/epp#clientTransferProhibited,abuse@web.com,unsigned,,,,,,,
USADAILYPOLITICS.COM,ThirdFloorDNS.com LLC,whois.web.com,2020-08-16 20:49:45,2019-02-10 19:21:53,2021-02-10 19:21:53,"['NS1.RENTONDC.COM', 'NS2.RENTONDC.COM']",ok https://icann.org/epp#ok,abuse@web.com,unsigned,,,,,,,
USADAILYTIME.COM,"SNAPNAMES 7, LLC",whois.web.com,2020-04-24 18:23:05,2019-05-21 18:36:56,2021-05-21 18:36:56,"['NS1626.ZTOMY.COM', 'NS2626.ZTOMY.COM']",ok https://icann.org/epp#ok,abuse@web.com,unsigned,,,,,,,
USADOSENEWS.COM,"Sssasss, LLC",whois.web.com,2020-01-17 22:53:00,2019-02-22 19:34:52,2021-02-22 19:34:52,"['NS1626.ZTOMY.COM', 'NS2626.ZTOMY.COM']",ok https://icann.org/epp#ok,abuse@web.com,unsigned,,,,,,,
USAFIRSTINFORMATION.COM,"SNAPNAMES 47, LLC",whois.web.com,2020-01-16 01:10:53,2020-01-15 19:40:39,2021-01-15 19:40:39,"['NS1626.ZTOMY.COM', 'NS2626.ZTOMY.COM']",ok https://icann.org/epp#ok,abuse@web.com,unsigned,,,,,,,
USAFIRSTINFORMATION.COM,"SNAPNAMES 47, LLC",whois.web.com,2020-01-16 01:10:53,2020-01-15 19:40:39,2021-01-15 19:40:39,"['NS1626.ZTOMY.COM', 'NS2626.ZTOMY.COM']",ok https://icann.org/epp#ok,abuse@web.com,unsigned,,,,,,,
USAMAGAZINESTUDIO.COM,"NameCheap, Inc.",whois.namecheap.com,2019-11-16 07:43:01,2019-11-15 17:38:38,2020-11-15 17:38:38,"['DNS1.NAMECHEAPHOSTING.COM', 'DNS2.NAMECHEAPHOSTING.COM']",clientTransferProhibited https://icann.org/epp#clientTransferProhibited,abuse@namecheap.com,unsigned,,,,,,,
USANEWSINSIDER.COM,"SNAPNAMES 58, LLC",whois.web.com,2020-07-02 00:33:03,2018-07-27 18:06:45,2021-07-27 18:06:45,"['NS1626.ZTOMY.COM', 'NS2626.ZTOMY.COM']",ok https://icann.org/epp#ok,abuse@web.com,unsigned,,,,,,,
USANEWSPOLITICS.COM,"SNAPNAMES 51, LLC",whois.web.com,2020-07-30 20:21:37,2018-08-30 18:11:18,2021-08-30 18:11:18,"['NS1626.ZTOMY.COM', 'NS2626.ZTOMY.COM']",ok https://icann.org/epp#ok,abuse@web.com,unsigned,,,,,,,
USANEWSTODAY.COM,THE NAME IT CORPORATION DBA NAMESERVICES.NET,whois.aitdomains.com,2019-12-23 23:15:08,1999-12-27 21:01:45,2020-12-27 21:01:45,"['NS1.SUPERB.NET', 'NS3.SUPERB.NET', 'ns1.superb.net', 'ns3.superb.net']",ok https://icann.org/epp#ok,abuse@ait.com,unsigned,John  Turcott,World Networking Group,7380 N Indian Lake,Scotts,Mi,49088,US
USAPHASE.COM,"GoDaddy.com, LLC",whois.godaddy.com,2020-04-15 19:59:46,2016-05-10 19:23:20,2021-05-10 19:23:20,"['NS1.SAV.COM', 'NS2.SAV.COM']",clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,abuse@godaddy.com,unsigned,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US
USAPOLITICS24HRS.COM,"GoDaddy.com, LLC",whois.godaddy.com,2020-04-14 15:43:14,2019-04-18 21:38:33,2021-04-18 21:38:33,"['NS1.MILESMX.COM', 'NS2.MILESMX.COM']",clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,abuse@godaddy.com,unsigned,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US
USAPOLITICSNOW.COM,"TurnCommerce, Inc. DBA NameBright.com",whois.NameBright.com,2020-03-24 07:31:10,2016-03-23 14:55:36,2021-03-23 14:55:36,"['NSG1.NAMEBRIGHTDNS.COM', 'NSG2.NAMEBRIGHTDNS.COM', 'nsg1.namebrightdns.com', 'nsg2.namebrightdns.com']",clientTransferProhibited https://icann.org/epp#clientTransferProhibited,abuse@NameBright.com,unsigned,Domain Admin / This Domain is For Sale,HugeDomains.com,2635 Walnut Street,Denver,CO,80205,US
USAPOLITICSZONE.COM,Domaininthehole.com LLC,whois.web.com,2019-12-02 16:19:00,2018-12-08 19:16:49,2020-12-08 19:16:49,"['NS1626.ZTOMY.COM', 'NS2626.ZTOMY.COM']",ok https://icann.org/epp#ok,abuse@web.com,unsigned,,,,,,,
USASNICH.COM,DropCatch.com 1077 LLC,whois.NameBright.com,2020-06-16 12:48:58,2020-06-14 18:16:05,2021-06-14 18:16:05,"['NSG1.NAMEBRIGHTDNS.COM', 'NSG2.NAMEBRIGHTDNS.COM']",clientTransferProhibited https://icann.org/epp#clientTransferProhibited,abuse@NameBright.com,unsigned,Domain Admin / This Domain is For Sale,HugeDomains.com,2635 Walnut Street,Denver,CO,80205,US
USASUPREME.COM,"GoDaddy.com, LLC",whois.godaddy.com,2020-05-18 14:20:18,2016-05-13 21:16:44,2021-05-13 21:16:44,"['NS1.WHITELABELCPANEL.COM', 'NS2.WHITELABELCPANEL.COM']",clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,abuse@godaddy.com,unsigned,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US
USASUPREME.COM,"GoDaddy.com, LLC",whois.godaddy.com,2020-05-18 14:20:18,2016-05-13 21:16:44,2021-05-13 21:16:44,"['NS1.WHITELABELCPANEL.COM', 'NS2.WHITELABELCPANEL.COM']",clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,abuse@godaddy.com,unsigned,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US
USATWENTYFOUR.COM,Deep Sea Domains LLC,whois.web.com,2020-10-08 18:31:29,2019-02-16 19:01:07,2021-02-16 19:01:07,"['NS15.ABOVE.COM', 'NS16.ABOVE.COM']",ok https://icann.org/epp#ok,abuse@web.com,unsigned,,,,,,,
USAWATCHDOG.COM,"GoDaddy.com, LLC",whois.godaddy.com,2016-11-06 04:57:51,2005-02-05 21:33:49,2023-08-29 11:59:59,"['IRMA.NS.CLOUDFLARE.COM', 'SCOTT.NS.CLOUDFLARE.COM']",clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,abuse@godaddy.com,unsigned,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US
USCONSERVATIVETODAY.COM,"NamePal.com #8027, LLC",whois.web.com,2020-09-25 20:45:53,2019-01-08 19:08:24,2021-01-08 19:08:24,"['NS1.SECURETRAFFICROUTING.COM', 'NS2.SECURETRAFFICROUTING.COM']",ok https://icann.org/epp#ok,abuse@web.com,unsigned,,,,,,,
USHEALTHYADVISOR.COM,Drop Catch Mining LLC,whois.web.com,2020-09-01 21:56:55,2018-09-05 18:25:16,2021-09-05 18:25:16,"['NS1626.ZTOMY.COM', 'NS2626.ZTOMY.COM']",ok https://icann.org/epp#ok,abuse@web.com,unsigned,,,,,,,
USHEALTHYLIFE.COM,DropCatch.com 1113 LLC,whois.NameBright.com,2020-06-06 07:41:26,2018-06-05 18:34:45,2021-06-05 18:34:45,"['NSG1.NAMEBRIGHTDNS.COM', 'NSG2.NAMEBRIGHTDNS.COM', 'nsg1.namebrightdns.com', 'nsg2.namebrightdns.com']",clientTransferProhibited https://icann.org/epp#clientTransferProhibited,abuse@NameBright.com,unsigned,Domain Admin / This Domain is For Sale,HugeDomains.com,2635 Walnut Street,Denver,CO,80205,US
USHERALD.COM,"ENOM, INC.",WHOIS.ENOM.COM,2018-05-18 01:49:47,2001-04-04 05:02:18,2021-04-04 05:02:18,"['DNS1.NAME-SERVICES.COM', 'DNS2.NAME-SERVICES.COM', 'DNS3.NAME-SERVICES.COM', 'DNS4.NAME-SERVICES.COM', 'DNS5.NAME-SERVICES.COM']",clientTransferProhibited https://icann.org/epp#clientTransferProhibited,ABUSE@ENOM.COM,unsigned,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,TX,REDACTED FOR PRIVACY,US
USINFONEWS.COM,"SearchNResQ, LLC",whois.web.com,2020-10-02 15:02:57,2018-10-13 18:33:18,2021-10-13 18:33:18,"['NS15.ABOVE.COM', 'NS16.ABOVE.COM']",ok https://icann.org/epp#ok,abuse@web.com,unsigned,,,,,,,
